Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
FI4UWGHN,journalArticle,2018,"Kung, Franki Y.H.; Kwok, Navio; Brown, Douglas J.",Are Attention Check Questions a Threat to Scale Validity?,Applied Psychology: An International Review,,1464-0597,10.1111/apps.12108,https://onlinelibrary.wiley.com/doi/abs/10.1111/apps.12108,"Attention checks have become increasingly popular in survey research as a means to filter out careless respondents. Despite their widespread use, little research has empirically tested the impact of attention checks on scale validity. In fact, because attention checks can induce a more deliberative mindset in survey respondents, they may change the way respondents answer survey questions, posing a threat to scale validity. In two studies, we tested this hypothesis (N = 816). We examined whether common attention checks—instructed-response items (Study 1) and an instructional manipulation check (Study 2)—impact responses to a well-validated management scale. Results showed no evidence that they affect scale validity, both in reported scale means and tests of measurement invariance. These findings allow researchers to justify the use of attention checks without compromising scale validity and encourage future research to examine other survey characteristic-respondent dynamics to advance our use of survey methods.",2018,9/16/22 13:57,10/22/22 13:12,9/16/22 13:57,264-283,,2,67,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/apps.12108,,/Users/corymoore/Zotero/storage/7EGQVUQZ/Kung et al. - 2018 - Are Attention Check Questions a Threat to Scale Va.pdf; /Users/corymoore/Zotero/storage/QR7THW9V/apps.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V5JIV8KD,journalArticle,2018,"Hauser, David J.; Ellsworth, Phoebe C.; Gonzalez, Richard",Are Manipulation Checks Necessary?,Frontiers in Psychology,,1664-1078,,https://www.frontiersin.org/articles/10.3389/fpsyg.2018.00998,"Researchers are concerned about whether manipulations have the intended effects. Many journals and reviewers view manipulation checks favorably, and they are widely reported in prestigious journals. However, the prototypical manipulation check is a verbal (rather than behavioral) measure that always appears at the same point in the procedure (rather than its order being varied to assess order effects). Embedding such manipulation checks within an experiment comes with problems. While we conceptualize manipulation checks as measures, they can also act as interventions which initiate new processes that would otherwise not occur. The default assumption that manipulation checks do not affect experimental conclusions is unwarranted. They may amplify, undo, or interact with the effects of a manipulation. Further, the use of manipulation checks in mediational analyses does not rule out confounding variables, as any unmeasured variables that correlate with the manipulation check may still drive the relationship. Alternatives such as non-verbal and behavioral measures as manipulation checks and pilot testing are less problematic. Reviewers should view manipulation checks more critically, and authors should explore alternative methods to ensure the effectiveness of manipulations.",2018,9/16/22 13:57,9/16/22 13:57,9/16/22 13:57,,,,9,,,,,,,,,,,,,,,Frontiers,,,,/Users/corymoore/Zotero/storage/TZQ4PPB3/Hauser et al. - 2018 - Are Manipulation Checks Necessary.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJWRE2VF,journalArticle,2014,"Berinsky, Adam J.; Margolis, Michele F.; Sances, Michael W.",Separating the Shirkers from the Workers? Making Sure Respondents Pay Attention on Self-Administered Surveys,American Journal of Political Science,,1540-5907,10.1111/ajps.12081,http://onlinelibrary.wiley.com/doi/abs/10.1111/ajps.12081,"Good survey and experimental research requires subjects to pay attention to questions and treatments, but many subjects do not. In this article, we discuss “Screeners” as a potential solution to this problem. We first demonstrate Screeners’ power to reveal inattentive respondents and reduce noise. We then examine important but understudied questions about Screeners. We show that using a single Screener is not the most effective way to improve data quality. Instead, we recommend using multiple items to measure attention. We also show that Screener passage correlates with politically relevant characteristics, which limits the generalizability of studies that exclude failers. We conclude that attention is best measured using multiple Screener questions and that studies using Screeners can balance the goals of internal and external validity by presenting results conditional on different levels of attention.",2014,9/16/22 14:09,10/5/22 22:40,9/16/22 14:09,739-753,,3,58,,,Separating the Shirkers from the Workers?,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/ajps.12081,,/Users/corymoore/Zotero/storage/SQG5JU4D/Berinsky et al_2014_Separating the Shirkers from the Workers.pdf; /Users/corymoore/Zotero/storage/GNNAHQWL/Berinsky et al. - 2014 - Separating the Shirkers from the Workers Making S.pdf; /Users/corymoore/Zotero/storage/XH4L62T3/ajps.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM7JHSJE,journalArticle,2023,"Ward, M.K.; Meade, Adam W.","Dealing with Careless Responding in Survey Data: Prevention, Identification, and Recommended Best Practices",Annual Review of Psychology,,"0066-4308, 1545-2085",10.1146/annurev-psych-040422-045007,https://www.annualreviews.org/doi/10.1146/annurev-psych-040422-045007,"Surveys administered online have several benefits, but they are particularly prone to careless responding, which occurs when respondents fail to read item content or give sufficient attention, resulting in raw data that may not accurately reflect respondents’ true levels of the constructs being measured. Careless responding can lead to various psychometric issues, potentially impacting any area of psychology that uses self-reported surveys and assessments. This review synthesizes the careless responding literature to provide a comprehensive understanding of careless responding and ways to prevent, identify, report, and clean careless responding from data sets. Further, we include recommendations for different levels of screening for careless responses. Finally, we highlight some of the most promising areas for future work on careless responding.             Expected final online publication date for the Annual Review of Psychology, Volume 74 is January 2023. Please see http://www.annualreviews.org/page/journal/pubdates for revised estimates.",1/4/23,9/22/22 21:15,10/5/22 23:17,9/18/22 21:06,annurev-psych-040422-045007,,1,74,,Annu. Rev. Psychol.,Dealing with Careless Responding in Survey Data,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/corymoore/Zotero/storage/9DB2Q3QK/Ward_Meade_2023_Dealing with Careless Responding in Survey Data.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GI2F7XAI,journalArticle,2022,"Ulitzsch, Esther; Pohl, Steffi; Khorramdel, Lale; Kroehne, Ulf; von Davier, Matthias",A Response-Time-Based Latent Response Mixture Model for Identifying and Modeling Careless and Insufficient Effort Responding in Survey Data,Psychometrika,,1860-0980,10.1007/s11336-021-09817-7,https://doi.org/10.1007/s11336-021-09817-7,"Careless and insufficient effort responding (C/IER) can pose a major threat to data quality and, as such, to validity of inferences drawn from questionnaire data. A rich body of methods aiming at its detection has been developed.  Most of these methods can detect only specific types of C/IER patterns. However, typically different types of C/IER patterns occur within one data set and need to be accounted for. We present a model-based approach for detecting manifold manifestations of C/IER at once. This is achieved by leveraging response time (RT) information available from computer-administered questionnaires and integrating theoretical considerations on C/IER with recent psychometric modeling approaches. The approach a) takes the specifics of attentive response behavior on questionnaires into account by incorporating the distance–difficulty hypothesis, b) allows for attentiveness to vary on the screen-by-respondent level, c) allows for respondents with different trait and speed levels to differ in their attentiveness, and d) at once deals with various response patterns arising from C/IER. The approach makes use of item-level RTs. An adapted version for aggregated RTs is presented that supports screening for C/IER behavior on the respondent level. Parameter recovery is investigated in a simulation study. The approach is illustrated in an empirical example, comparing different RT measures and contrasting the proposed model-based procedure against indicator-based multiple-hurdle approaches.",6/1/22,9/22/22 21:15,10/21/22 2:30,7/19/22 16:01,593-619,,2,87,,Psychometrika,,,,,,,,en,,,,,Springer Link,,,,; ; /Users/corymoore/Zotero/storage/X7H39RF2/Ulitzsch et al_2022_A Response-Time-Based Latent Response Mixture Model for Identifying and.pdf,https://proxying.lib.ncsu.edu/index.php?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2022-12011-001&site=ehost-live&scope=site&scope=cite; https://proxying.lib.ncsu.edu/index.php?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2022-12011-001&site=ehost-live&scope=site&scope=cite,,careless responses; data screening; item response theory; Item Response Theory; mixture modeling; Mixture Modeling; Reaction Time; response times; Responses; Statistical Data; Surveys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAJSR88Y,journalArticle,2022,"Toich, Margaret J.; Schutt, Elizabeth; Fisher, David M.",Do you get what you pay for? Preventing insufficient effort responding in MTurk and student samples,Applied Psychology: An International Review,,1464-0597,10.1111/apps.12344,https://onlinelibrary.wiley.com/doi/abs/10.1111/apps.12344,"Previous research has developed multiple indices to detect instances of insufficient effort responding (IER; Huang et al., 2015, 0.1037/a0038510). Although these techniques are largely successful, conflation between effort and insufficient effort leads to unnecessary data removal, thus warranting investigation into IER prevention strategies such as warning statements. For example, Brühlmann et al. (2020, 10.1016/j.metip.2020.100022) reported that close to 60% of participants were flagged for IER on at least one IER detection index. The current study used positive, negative, and no warning statements in two samples (MTurk and university participant pool) to examine their impact on two types of IER. Results do not support the use of warning statements to reduce IER covertly, overtly, or overall. Although slightly more university participants were flagged for IER for two of five IER indices, the remaining three indices did not differ between samples. This finding represents an important contribution to survey research literature by directly comparing samples on a variety of IER indices. Implications for survey research necessitate the examination of additional prevention strategies and sample differences in IER.",2022,9/22/22 21:15,10/22/22 13:14,7/19/22 16:05,640-661,,2,71,,,Do you get what you pay for?,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/apps.12344,,; /Users/corymoore/Zotero/storage/75IBAQMK/apps.html; /Users/corymoore/Zotero/storage/U55WB8HZ/apps.html; /Users/corymoore/Zotero/storage/P8KXHBQI/Toich et al_2022_Do you get what you pay for.pdf,https://proxying.lib.ncsu.edu/index.php?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2021-80327-001&site=ehost-live&scope=site&scope=cite,,College Students; Energy Expenditure; Experimental Instructions; Experimental Subjects; insufficient effort responding (IER); Involvement; MTurk; Sampling (Experimental); Student Attitudes; Student Engagement; survey research; Surveys; Test Construction; warning statements; Warnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBDKEU8G,journalArticle,2022,"Schroeders, Ulrich; Schmidt, Christoph; Gnambs, Timo",Detecting Careless Responding in Survey Data Using Stochastic Gradient Boosting,Educational and Psychological Measurement,,0013-1644,10.1177/00131644211004708,https://doi.org/10.1177/00131644211004708,"Careless responding is a bias in survey responses that disregards the actual item content, constituting a threat to the factor structure, reliability, and validity of psychological measurements. Different approaches have been proposed to detect aberrant responses such as probing questions that directly assess test-taking behavior (e.g., bogus items), auxiliary or paradata (e.g., response times), or data-driven statistical techniques (e.g., Mahalanobis distance). In the present study, gradient boosted trees, a state-of-the-art machine learning technique, are introduced to identify careless respondents. The performance of the approach was compared with established techniques previously described in the literature (e.g., statistical outlier methods, consistency analyses, and response pattern functions) using simulated data and empirical data from a web-based study, in which diligent versus careless response behavior was experimentally induced. In the simulation study, gradient boosting machines outperformed traditional detection mechanisms in flagging aberrant responses. However, this advantage did not transfer to the empirical study. In terms of precision, the results of both traditional and the novel detection mechanisms were unsatisfactory, although the latter incorporated response times as additional information. The comparison between the results of the simulation and the online study showed that responses in real-world settings seem to be much more erratic than can be expected from the simulation studies. We critically discuss the generalizability of currently available detection methods and provide an outlook on future research on the detection of aberrant response patterns in survey research.",2/1/22,9/22/22 21:15,10/19/22 0:22,7/19/22 16:08,29-56,,1,82,,Educational and Psychological Measurement,,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,; /Users/corymoore/Zotero/storage/Z2Y9DTZF/Schroeders et al_2022_Detecting Careless Responding in Survey Data Using Stochastic Gradient Boosting.pdf,https://proxying.lib.ncsu.edu/index.php?url=https://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2022-19797-002&site=ehost-live&scope=site&scope=cite,looks interesting,careless responding; data cleaning; Empirical Methods; Factor Structure; gradient boosted trees; outlier detection; Reaction Time; response times; Responses; Simulation; Stochastic Modeling; Surveys; Test Bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M6ZKDY4G,journalArticle,2022,"Pokropek, Artur; Żółtak, Tomasz; Muszyński, Marek",Mouse Chase: Detecting Careless and Unmotivated Responders Using Cursor Movements in Web-Based Surveys,Preprint,,,10.31234/osf.io/9kpmn,https://psyarxiv.com/9kpmn/,"Web surveys offer new research possibilities, but they also have specific problems. One of them is a higher risk of careless, inattentive, or otherwise invalid responses. Using paradata, which are data collected apart from reactionary data, is one of the potential tools that can help to screen for problematic responses in web-based surveys. One of the most promising forms of paradata is the movement, or trajectory, of the cursor in making a response. This study presented correlations between such indices and constructed components representing their common variance. Moreover, it provided an interpretation and validation of these components (interpreted as indicators of complexity, hesitancy, and regularity), among others, by correlating them with previously known indices of careless responding. Finally, by employing a between-participant experimental design, it tested cursor movement indices during different motivational states induced by experimental instructions.",1/21/22,9/22/22 21:15,10/22/22 19:02,7/19/22 16:02,,,,,,,Mouse Chase,,,,,,,en-us,,,,,OSF Preprints,,,,/Users/corymoore/Zotero/storage/NU82ZL4I/Pokropek et al_2022_Mouse Chase.pdf,,,careless/insufficient effort responding; cursor movement; paradata; Psychometrics; Quantitative Methods; Social and Behavioral Sciences; survey methodology; web survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8PWIIV95,journalArticle,2022,"Magraw-Mickelson, Zoe; Wang, Harry H.; Gollwitzer, Mario",Survey mode and data quality: Careless responding across three modes in cross-cultural contexts,International Journal of Testing,,1530-5058,10.1080/15305058.2021.2019747,https://doi.org/10.1080/15305058.2021.2019747,"Much psychological research depends on participants’ diligence in filling out materials such as surveys. However, not all participants are motivated to respond attentively, which leads to unintended issues with data quality, known as careless responding. Our question is: how do different modes of data collection—paper/pencil, computer/web-based, and smartphone—affect participants’ diligence vs. “careless responding” tendencies and, thus, data quality? Results from prior studies suggest that different data collection modes produce a comparable prevalence of careless responding tendencies. However, as technology develops and data are collected with increasingly diversified populations, this question needs to be readdressed and taken further. The present research examined the effect of survey mode on careless responding in a repeated-measures design with data from three different samples. First, in a sample of working adults from China, we found that participants were slightly more careless when completing computer/web-based survey materials than in paper/pencil mode. Next, in a German student sample, participants were slightly more careless when completing the paper/pencil mode compared to the smartphone mode. Finally, in a sample of Chinese-speaking students, we found no difference between modes. Overall, in a meta-analysis of the findings, we found minimal difference between modes across cultures. Theoretical and practical implications are discussed.",4/3/22,9/22/22 21:15,10/5/22 23:13,7/19/22 16:23,121-153,,2,22,,,Survey mode and data quality,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/15305058.2021.2019747,,/Users/corymoore/Zotero/storage/Y6EJZA9N/Magraw-Mickelson et al_2022_Survey mode and data quality.pdf; /Users/corymoore/Zotero/storage/NZLTVET2/15305058.2021.html,,,Careless responding; cross-cultural; data collection; data quality; survey modes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LFU8JEL2,journalArticle,2022,"Li, Caihong R.; Follingstad, Diane R.; Campe, Margaret I.; Chahal, Jaspreet K.","Identifying Invalid Responders in a Campus Climate Survey: Types, Impact on Data, and Best Indicators",Journal of Interpersonal Violence,,0886-2605,10.1177/0886260520918588,https://doi.org/10.1177/0886260520918588,"Self-report surveys that are online, lengthy, and contain sensitive material greatly increase the probability of invalid responding (IR) on the instrument. Most research to inform our identification of invalid responders have not been able to test their methodologies where all these conditions are present. This study systematically adopted 10 IR indicators based on direct, archival, and statistic strategies to identify IR providing answers on a lengthy survey collecting campus climate/violence information that college students (N = 6,995) accessed online. Exploratory factor analysis indicated two internal factors (i.e., careless and extreme responding) underlying these IR indicators. Latent class analysis identified 4.8% of the sample as being invalid responders. Compared with honest responders, invalid responders were significantly more likely to report forms of victimization and a greater negative impact from physical abuse or sexual assault. Of importance, mean scores on victimization scales were significantly higher for invalid responders, illustrating the potential for IR data to skew prevalence rates. IR indicators differentially identified honest and invalid responders. The findings of this study contribute to the systematic investigation of IR with college students completing online and lengthy surveys that address sensitive material.",1/1/22,9/22/22 21:15,10/6/22 19:07,7/19/22 16:08,NP878-NP902,,2-Jan,37,,J Interpers Violence,Identifying Invalid Responders in a Campus Climate Survey,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,/Users/corymoore/Zotero/storage/DEJE8XI9/Li et al_2022_Identifying Invalid Responders in a Campus Climate Survey.pdf,,,college surveys; invalid responding; statistical strategies for invalid responding; survey measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
